SYMBOL	ENSEMBL
SLC14A2	ENSG00000132874
FBXO44	ENSG00000132879
CPLANE2	ENSG00000132881
CASP9	ENSG00000132906
NMUR2	ENSG00000132911
DCTN4	ENSG00000132912
PDE6A	ENSG00000132915
ATP8A2	ENSG00000132932
MTUS2	ENSG00000132938
ZMYM5	ENSG00000132950
USPL1	ENSG00000132952
XPO4	ENSG00000132953
TPTE2	ENSG00000132958
POMP	ENSG00000132963
CDK8	ENSG00000132964
ALOX5AP	ENSG00000132965
WASF3	ENSG00000132970
RNF17	ENSG00000132972
GPR12	ENSG00000132975
CHRM3	ENSG00000133019
MYH8	ENSG00000133020
MYH10	ENSG00000133026
PEMT	ENSG00000133027
SCO1	ENSG00000133028
MPRIP	ENSG00000133030
CHI3L1	ENSG00000133048
MYBPH	ENSG00000133055
PIK3C2B	ENSG00000133056
DSTYK	ENSG00000133059
CHIT1	ENSG00000133063
SLC41A1	ENSG00000133065
LGR6	ENSG00000133067
TMCC2	ENSG00000133069
DCLK1	ENSG00000133083
CCNA1	ENSG00000133101
COG6	ENSG00000133103
SPART	ENSG00000133104
RXFP2	ENSG00000133105
EPSTI1	ENSG00000133106
TRPC4	ENSG00000133107
POSTN	ENSG00000133110
RFXAP	ENSG00000133111
TPT1	ENSG00000133112
GPALPP1	ENSG00000133114
STOML3	ENSG00000133115
KL	ENSG00000133116
RFC3	ENSG00000133119
STARD13	ENSG00000133121
IRS4	ENSG00000133124
MORC4	ENSG00000133131
BEX2	ENSG00000133134
RNF128	ENSG00000133135
TBC1D8B	ENSG00000133138
TCEAL4	ENSG00000133142
BEX1	ENSG00000133169
FAM104A	ENSG00000133193
SLC39A11	ENSG00000133195
EPHB2	ENSG00000133216
SRRM1	ENSG00000133226
BTBD2	ENSG00000133243
PRAM1	ENSG00000133246
KMT5C	ENSG00000133247
ZNF414	ENSG00000133250
PDE6B	ENSG00000133256
HSPBP1	ENSG00000133265
CSNK1G2	ENSG00000133275
SLF1	ENSG00000133302
CNDP2	ENSG00000133313
MACROD1	ENSG00000133315
WDR74	ENSG00000133316
LGALS12	ENSG00000133317
RTN3	ENSG00000133318
RARRES3	ENSG00000133321
HRASLS2	ENSG00000133328
MYH11	ENSG00000133392
FOPNL	ENSG00000133393
MED10	ENSG00000133398
PDZD2	ENSG00000133401
MORC2	ENSG00000133422
LARGE1	ENSG00000133424
MYO18B	ENSG00000133454
SLC2A11	ENSG00000133460
C1QTNF6	ENSG00000133466
FAM83F	ENSG00000133477
SEC14L4	ENSG00000133488
ZDHHC8P1	ENSG00000133519
GIMAP6	ENSG00000133561
GIMAP4	ENSG00000133574
ADCK2	ENSG00000133597
MKRN1	ENSG00000133606
AGAP3	ENSG00000133612
KRBA1	ENSG00000133619
ZNF767P	ENSG00000133624
ACTR3B	ENSG00000133627
NTS	ENSG00000133636
BTG1	ENSG00000133639
LRRIQ1	ENSG00000133640
C12orf29	ENSG00000133641
ATP13A3	ENSG00000133657
SFTPD	ENSG00000133661
DYDC2	ENSG00000133665
TMEM254	ENSG00000133678
TMTC1	ENSG00000133687
KRAS	ENSG00000133703
IPO8	ENSG00000133704
LARS	ENSG00000133706
SPINK5	ENSG00000133710
IMPA1	ENSG00000133731
LRRCC1	ENSG00000133739
E2F5	ENSG00000133740
CA1	ENSG00000133742
CCDC59	ENSG00000133773
SWAP70	ENSG00000133789
ARNTL	ENSG00000133794
LYVE1	ENSG00000133800
AMPD3	ENSG00000133805
NA	ENSG00000133808
SBF2	ENSG00000133812
MICAL2	ENSG00000133816
MICALCL	ENSG00000133816
RRAS2	ENSG00000133818
HSD17B4	ENSG00000133835
ZFC3H1	ENSG00000133858
TEX15	ENSG00000133863
SARAF	ENSG00000133872
RNF122	ENSG00000133874
DUSP26	ENSG00000133878
DPF2	ENSG00000133884
MEN1	ENSG00000133895
ERG28	ENSG00000133935
GSC	ENSG00000133937
DGLUCY	ENSG00000133943
UNC79	ENSG00000133958
NUMB	ENSG00000133961
CATSPERB	ENSG00000133962
VRTN	ENSG00000133980
TTC9	ENSG00000133985
MED6	ENSG00000133997
EIF2S1	ENSG00000134001
LOXL2	ENSG00000134013
ELP3	ENSG00000134014
PEBP4	ENSG00000134020
ADAMDEC1	ENSG00000134028
CTIF	ENSG00000134030
MRO	ENSG00000134042
MBD2	ENSG00000134046
MRPS36	ENSG00000134056
CCNB1	ENSG00000134057
CDK7	ENSG00000134058
CD180	ENSG00000134061
IRAK2	ENSG00000134070
CAMK1	ENSG00000134072
THUMPD3	ENSG00000134077
VHL	ENSG00000134086
BHLHE40	ENSG00000134107
ARL8B	ENSG00000134108
EDEM1	ENSG00000134109
CNTN6	ENSG00000134115
CHL1	ENSG00000134121
MEIS2	ENSG00000134138
DPH6	ENSG00000134146
KATNBL1	ENSG00000134152
EMC7	ENSG00000134153
TRPM1	ENSG00000134160
GNAT2	ENSG00000134183
PRPF38B	ENSG00000134186
REG4	ENSG00000134193
TSPAN2	ENSG00000134198
TSHB	ENSG00000134200
GSTM5	ENSG00000134201
GSTM3	ENSG00000134202
SYT6	ENSG00000134207
VAV3	ENSG00000134215
CHIA	ENSG00000134216
PSRC1	ENSG00000134222
HMGCS2	ENSG00000134240
PTPN22	ENSG00000134242
SORT1	ENSG00000134243
WNT2B	ENSG00000134245
PTGFRN	ENSG00000134247
LAMTOR5	ENSG00000134248
ADAM30	ENSG00000134249
NOTCH2	ENSG00000134250
TRIM45	ENSG00000134253
CEPT1	ENSG00000134255
CD101	ENSG00000134256
VTCN1	ENSG00000134258
NGF	ENSG00000134259
AP4B1	ENSG00000134262
NAPG	ENSG00000134265
SPIRE1	ENSG00000134278
PPHLN1	ENSG00000134283
ARF3	ENSG00000134287
TMEM106C	ENSG00000134291
SLC38A2	ENSG00000134294
PLEKHA8P1	ENSG00000134297
YWHAQ	ENSG00000134308
KIDINS220	ENSG00000134313
GRHL1	ENSG00000134317
ROCK2	ENSG00000134318
RSAD2	ENSG00000134321
MYCN	ENSG00000134323
LPIN1	ENSG00000134324
CMPK2	ENSG00000134326
IAH1	ENSG00000134330
LDHA	ENSG00000134333
ANO3	ENSG00000134343
IL6ST	ENSG00000134352
FST	ENSG00000134363
NAV1	ENSG00000134369
CDC73	ENSG00000134371
TIMM17A	ENSG00000134375
CRB1	ENSG00000134376
CFHR5	ENSG00000134389
ERN2	ENSG00000134398
RAX	ENSG00000134438
NARS	ENSG00000134440
GRP	ENSG00000134443
RELCH	ENSG00000134444
FBH1	ENSG00000134452
RBM17	ENSG00000134453
IL2RA	ENSG00000134460
ANKRD16	ENSG00000134461
ECHDC3	ENSG00000134463
IL15RA	ENSG00000134470
CCNH	ENSG00000134480
HRH4	ENSG00000134489
TMEM241	ENSG00000134490
KCTD1	ENSG00000134504
CABLES1	ENSG00000134508
DOCK2	ENSG00000134516
EMP1	ENSG00000134531
SOX5	ENSG00000134532
RERG	ENSG00000134533
SLCO1B1	ENSG00000134538
KLRD1	ENSG00000134539
KLRC1	ENSG00000134545
SPX	ENSG00000134548
PRH2	ENSG00000134551
LRP4	ENSG00000134569
MYBPC3	ENSG00000134571
DDB2	ENSG00000134574
ACP2	ENSG00000134575
USP26	ENSG00000134588
RTL8C	ENSG00000134590
RAB33A	ENSG00000134594
SOX3	ENSG00000134595
RBMX2	ENSG00000134597
STK26	ENSG00000134602
FOLH1B	ENSG00000134612
PIWIL4	ENSG00000134627
MTNR1B	ENSG00000134640
PUM1	ENSG00000134644
SPOCD1	ENSG00000134668
YARS	ENSG00000134684
PHC2	ENSG00000134686
CDCA8	ENSG00000134690
GNL2	ENSG00000134697
AGO4	ENSG00000134698
HOOK1	ENSG00000134709
CYP2J2	ENSG00000134716
TUT4	ENSG00000134744
PRPF38A	ENSG00000134748
DSC2	ENSG00000134755
DSG3	ENSG00000134757
RNF138	ENSG00000134758
ELP2	ENSG00000134759
DSG1	ENSG00000134760
DSC3	ENSG00000134762
DSC1	ENSG00000134765
DTNA	ENSG00000134769
FHOD3	ENSG00000134775
TPGS2	ENSG00000134779
DAGLA	ENSG00000134780
SLC43A3	ENSG00000134802
TIMM10	ENSG00000134809
GIF	ENSG00000134812
DHX34	ENSG00000134815
APLNR	ENSG00000134817
FADS2	ENSG00000134824
TMEM258	ENSG00000134825
TCN1	ENSG00000134827
C5AR2	ENSG00000134830
TMEM165	ENSG00000134851
CLOCK	ENSG00000134852
GGACT	ENSG00000134864
COL4A2	ENSG00000134871
CLDN10	ENSG00000134873
DZIP1	ENSG00000134874
UBAC2	ENSG00000134882
ARGLU1	ENSG00000134884
TPP2	ENSG00000134900
KDELC1	ENSG00000134901
CARS2	ENSG00000134905
ARHGAP32	ENSG00000134909
STT3A	ENSG00000134910
ADAMTS8	ENSG00000134917
ACRV1	ENSG00000134940
ETS1	ENSG00000134954
SLC37A2	ENSG00000134955
KLB	ENSG00000134962
APC	ENSG00000134982
WDR36	ENSG00000134987
OSTF1	ENSG00000134996
RFK	ENSG00000135002
UBQLN1	ENSG00000135018
NAA35	ENSG00000135040
C9orf40	ENSG00000135045
ANXA1	ENSG00000135046
CTSL	ENSG00000135047
CEMIP2	ENSG00000135048
AGTPBP1	ENSG00000135049
GOLM1	ENSG00000135052
FAM189A2	ENSG00000135063
PSAT1	ENSG00000135069
ISCA1	ENSG00000135070
ADAM19	ENSG00000135074
HAVCR2	ENSG00000135077
CCNJL	ENSG00000135083
TAOK3	ENSG00000135090
USP30	ENSG00000135093
SDS	ENSG00000135094
MSI1	ENSG00000135097
HNF1A	ENSG00000135100
FBXO21	ENSG00000135108
TBX3	ENSG00000135111
OASL	ENSG00000135114
HRK	ENSG00000135116
RNFT2	ENSG00000135119
P2RX4	ENSG00000135124
BICDL1	ENSG00000135127
DTX1	ENSG00000135144
TRAFD1	ENSG00000135148
DMTF1	ENSG00000135164
OCM2	ENSG00000135175
TMEM243	ENSG00000135185
CCDC146	ENSG00000135205
TMEM60	ENSG00000135211
CD36	ENSG00000135218
UGT2A3	ENSG00000135220
CSN2	ENSG00000135222
UGT2B28	ENSG00000135226
PNPLA8	ENSG00000135241
FAM71F1	ENSG00000135248
RINT1	ENSG00000135249
SRPK2	ENSG00000135250
KCP	ENSG00000135253
TES	ENSG00000135269
MDFIC	ENSG00000135272
MTO1	ENSG00000135297
ADGRB3	ENSG00000135298
ANKRD6	ENSG00000135299
HTR1B	ENSG00000135312
CEP162	ENSG00000135315
SYNCRIP	ENSG00000135316
SNX14	ENSG00000135317
NT5E	ENSG00000135318
MRAP2	ENSG00000135324
EPHA7	ENSG00000135333
AKIRIN2	ENSG00000135334
ORC3	ENSG00000135336
LCA5	ENSG00000135338
MAP3K7	ENSG00000135341
CGA	ENSG00000135346
GJA10	ENSG00000135355
PRR5L	ENSG00000135362
LMO2	ENSG00000135363
PHF21A	ENSG00000135365
NAT10	ENSG00000135372
EHF	ENSG00000135373
ELF5	ENSG00000135374
PRRG4	ENSG00000135378
CAPRIN1	ENSG00000135387
ATP5MC2	ENSG00000135390
DNAJC14	ENSG00000135392
CD63	ENSG00000135404
PRPH	ENSG00000135406
AVIL	ENSG00000135407
AMHR2	ENSG00000135409
LACRT	ENSG00000135413
GDF11	ENSG00000135414
GLS2	ENSG00000135423
ITGA7	ENSG00000135424
TESPA1	ENSG00000135426
FAM186B	ENSG00000135436
AGAP2	ENSG00000135439
KRT85	ENSG00000135443
CDK4	ENSG00000135446
PPP1R1A	ENSG00000135447
TROAP	ENSG00000135451
TSPAN31	ENSG00000135452
B4GALNT1	ENSG00000135454
TFCP2	ENSG00000135457
COQ10A	ENSG00000135469
FAIM2	ENSG00000135472
PAN2	ENSG00000135473
ESPL1	ENSG00000135476
KRT87P	ENSG00000135477
KRT7	ENSG00000135480
SLC26A10	ENSG00000135502
ACVR1B	ENSG00000135503
OS9	ENSG00000135506
MIP	ENSG00000135517
KCNH3	ENSG00000135519
LTV1	ENSG00000135521
MAP7	ENSG00000135525
CD164	ENSG00000135535
AFG1L	ENSG00000135537
NHSL1	ENSG00000135540
AHI1	ENSG00000135541
HEY2	ENSG00000135547
PKIB	ENSG00000135549
TAAR5	ENSG00000135569
NMBR	ENSG00000135577
SMPD2	ENSG00000135587
MICAL1	ENSG00000135596
REPS1	ENSG00000135597
STX11	ENSG00000135604
TEC	ENSG00000135605
PRADC1	ENSG00000135617
SEMA4F	ENSG00000135622
CCT7	ENSG00000135624
EGR4	ENSG00000135625
RAB11FIP5	ENSG00000135631
SMYD5	ENSG00000135632
DYSF	ENSG00000135636
CCDC142	ENSG00000135637
EMX1	ENSG00000135638
KCNMB4	ENSG00000135643
USP15	ENSG00000135655
GNS	ENSG00000135677
CPM	ENSG00000135678
MDM2	ENSG00000135679
KLHL36	ENSG00000135686
BCO1	ENSG00000135697
MPHOSPH6	ENSG00000135698
KIAA0513	ENSG00000135709
DYNC1LI2	ENSG00000135720
FBXL8	ENSG00000135722
FHOD1	ENSG00000135723
CCDC102A	ENSG00000135736
SLC9A5	ENSG00000135740
AGT	ENSG00000135744
PCNX2	ENSG00000135749
KCNK1	ENSG00000135750
URB2	ENSG00000135763
EGLN1	ENSG00000135766
CAPN9	ENSG00000135773
COG2	ENSG00000135775
ABCB10	ENSG00000135776
NTPCR	ENSG00000135778
TAF5L	ENSG00000135801
GLUL	ENSG00000135821
STX6	ENSG00000135823
RGS8	ENSG00000135824
RNASEL	ENSG00000135828
DHX9	ENSG00000135829
KIAA1614	ENSG00000135835
CEP350	ENSG00000135837
NPL	ENSG00000135838
FAM129A	ENSG00000135842
PIGC	ENSG00000135845
LAMC1	ENSG00000135862
RC3H1	ENSG00000135870
GPR55	ENSG00000135898
SP110	ENSG00000135899
MRPL44	ENSG00000135900
CHRND	ENSG00000135902
PAX3	ENSG00000135903
DOCK10	ENSG00000135905
TTLL4	ENSG00000135912
USP37	ENSG00000135913
HTR2B	ENSG00000135914
ITM2C	ENSG00000135916
SLC19A3	ENSG00000135917
SERPINE2	ENSG00000135919
DNAJB2	ENSG00000135924
WNT10A	ENSG00000135925
TMBIM1	ENSG00000135926
CYP27A1	ENSG00000135929
EIF4E2	ENSG00000135930
ARMC9	ENSG00000135931
CAB39	ENSG00000135932
COX5B	ENSG00000135940
REV1	ENSG00000135945
TSGA10	ENSG00000135951
MFSD9	ENSG00000135953
TMEM127	ENSG00000135956
EDAR	ENSG00000135960
TGFBRAP1	ENSG00000135966
GCC2	ENSG00000135968
MRPS9	ENSG00000135972
GPR45	ENSG00000135973
C2orf49	ENSG00000135974
ANKRD36	ENSG00000135976
EPC2	ENSG00000135999
ARHGEF4	ENSG00000136002
ISCU	ENSG00000136003
ALDH1L2	ENSG00000136010
STAB2	ENSG00000136011
USP44	ENSG00000136014
SCYL2	ENSG00000136021
CKAP4	ENSG00000136026
PLXNC1	ENSG00000136040
APPL2	ENSG00000136044
PWP1	ENSG00000136045
DRAM1	ENSG00000136048
WASHC4	ENSG00000136051
SLC41A2	ENSG00000136052
VILL	ENSG00000136059
FLNB	ENSG00000136068
NEK3	ENSG00000136098
PCDH8	ENSG00000136099
VPS36	ENSG00000136100
RNASEH2B	ENSG00000136104
CKAP2	ENSG00000136108
CNMD	ENSG00000136110
TBC1D4	ENSG00000136111
THSD1	ENSG00000136114
BORA	ENSG00000136122
LRCH1	ENSG00000136141
SUCLA2	ENSG00000136143
RCBTB1	ENSG00000136144
MED4	ENSG00000136146
PHF11	ENSG00000136147
NA	ENSG00000136149
COG3	ENSG00000136152
LMO7	ENSG00000136153
SCEL	ENSG00000136155
ITM2B	ENSG00000136156
SPRY2	ENSG00000136158
NUDT15	ENSG00000136159
EDNRB	ENSG00000136160
RCBTB2	ENSG00000136161
LCP1	ENSG00000136167
SETDB2	ENSG00000136169
SCRN1	ENSG00000136193
TNS3	ENSG00000136205
SPDYE1	ENSG00000136206
CHST12	ENSG00000136213
IGF2BP3	ENSG00000136231
GPNMB	ENSG00000136235
RAPGEF5	ENSG00000136237
RAC1	ENSG00000136238
NUPL2	ENSG00000136243
IL6	ENSG00000136244
ZDHHC4	ENSG00000136247
AOAH	ENSG00000136250
BZW2	ENSG00000136261
DGKB	ENSG00000136267
TBRG4	ENSG00000136270
DDX56	ENSG00000136271
HUS1	ENSG00000136273
NACAD	ENSG00000136274
C7orf69	ENSG00000136275
DBNL	ENSG00000136279
CCM2	ENSG00000136280
MYO1G	ENSG00000136286
TTYH3	ENSG00000136295
MMD2	ENSG00000136297
CIDEB	ENSG00000136305
TTC5	ENSG00000136319
NKX2-8	ENSG00000136327
NKX2-1	ENSG00000136352
ZFHX2	ENSG00000136367
MTHFS	ENSG00000136371
ADAMTS7	ENSG00000136378
ABHD17C	ENSG00000136379
IREB2	ENSG00000136381
ALPK3	ENSG00000136383
TM6SF1	ENSG00000136404
CIB2	ENSG00000136425
CALCOCO2	ENSG00000136436
RSAD1	ENSG00000136444
NMT1	ENSG00000136448
MYCBPAP	ENSG00000136449
SRSF1	ENSG00000136450
VEZF1	ENSG00000136451
CHAD	ENSG00000136457
TACO1	ENSG00000136463
TEX2	ENSG00000136478
DCAF7	ENSG00000136485
GH2	ENSG00000136487
CSH1	ENSG00000136488
BRIP1	ENSG00000136492
KAT7	ENSG00000136504
RTP4	ENSG00000136514
ACTL6A	ENSG00000136518
NDUFB5	ENSG00000136521
MRPL47	ENSG00000136522
TRA2B	ENSG00000136527
SCN2A	ENSG00000136531
TBR1	ENSG00000136535
MARCH7	ENSG00000136536
ERMN	ENSG00000136541
GALNT5	ENSG00000136542
SCN7A	ENSG00000136546
TANK	ENSG00000136560
BLK	ENSG00000136573
GATA4	ENSG00000136574
SKIL	ENSG00000136603
EPRS	ENSG00000136628
HLX	ENSG00000136630
VPS45	ENSG00000136631
IL10	ENSG00000136634
KCTD3	ENSG00000136636
RPS6KC1	ENSG00000136643
IL36G	ENSG00000136688
IL1RN	ENSG00000136689
IL36A	ENSG00000136694
IL36RN	ENSG00000136695
IL36B	ENSG00000136696
IL1F10	ENSG00000136697
SMPD4	ENSG00000136699
WDR33	ENSG00000136709
CCDC115	ENSG00000136710
SAP130	ENSG00000136715
BIN1	ENSG00000136717
IMP4	ENSG00000136718
HS6ST1	ENSG00000136720
UGGT1	ENSG00000136731
GYPC	ENSG00000136732
STAM	ENSG00000136738
GAD2	ENSG00000136750
ABI1	ENSG00000136754
YME1L1	ENSG00000136758
DNAJC1	ENSG00000136770
NIPSNAP3A	ENSG00000136783
LRRC8A	ENSG00000136802
CDK9	ENSG00000136807
TXN	ENSG00000136810
ODF2	ENSG00000136811
ECPAS	ENSG00000136813
TOR1B	ENSG00000136816
C9orf78	ENSG00000136819
SMC2	ENSG00000136824
KLF4	ENSG00000136826
TOR1A	ENSG00000136827
RALGPS1	ENSG00000136828
FAM129B	ENSG00000136830
OR1J1	ENSG00000136834
OR13C9	ENSG00000136839
ST6GALNAC4	ENSG00000136840
TMOD1	ENSG00000136842
DAB2IP	ENSG00000136848
STXBP1	ENSG00000136854
SLC2A8	ENSG00000136856
ANGPTL2	ENSG00000136859
CDK5RAP2	ENSG00000136861
ZFP37	ENSG00000136866
SLC31A2	ENSG00000136867
SLC31A1	ENSG00000136868
TLR4	ENSG00000136869
ZNF189	ENSG00000136870
ALDOB	ENSG00000136872
STX17	ENSG00000136874
PRPF4	ENSG00000136875
FPGS	ENSG00000136877
USP20	ENSG00000136878
BAAT	ENSG00000136881
KIF12	ENSG00000136883
ATP6V1G1	ENSG00000136888
TEX10	ENSG00000136891
GARNL3	ENSG00000136895
MRPL50	ENSG00000136897
DPM2	ENSG00000136908
WDR38	ENSG00000136918
TSTD2	ENSG00000136925
GABBR2	ENSG00000136928
HEMGN	ENSG00000136929
PSMB7	ENSG00000136930
NR5A1	ENSG00000136931
TRMO	ENSG00000136932
RABEPK	ENSG00000136933
GOLGA1	ENSG00000136935
XPA	ENSG00000136936
NCBP1	ENSG00000136937
ANP32B	ENSG00000136938
OR1L4	ENSG00000136939
PDCL	ENSG00000136940
RPL35	ENSG00000136942
CTSV	ENSG00000136943
LMX1B	ENSG00000136944
ARPC5L	ENSG00000136950
ENPP2	ENSG00000136960
DSCC1	ENSG00000136982
DERL1	ENSG00000136986
MYC	ENSG00000136997
NOV	ENSG00000136999
IL33	ENSG00000137033
DMAC1	ENSG00000137038
RANBP6	ENSG00000137040
POLR1E	ENSG00000137054
PLAA	ENSG00000137055
IL11RA	ENSG00000137070
UBAP2	ENSG00000137073
APTX	ENSG00000137074
RNF38	ENSG00000137075
TLN1	ENSG00000137076
CCL21	ENSG00000137077
SIT1	ENSG00000137078
IFNA21	ENSG00000137080
DMRT1	ENSG00000137090
DNAJB5	ENSG00000137094
SPAG8	ENSG00000137098
DCTN3	ENSG00000137100
CD72	ENSG00000137101
TMEM8B	ENSG00000137103
GRHPR	ENSG00000137106
ALDH1B1	ENSG00000137124
HINT2	ENSG00000137133
ARHGEF39	ENSG00000137135
IGFBPL1	ENSG00000137142
DENND4C	ENSG00000137145
RPS6	ENSG00000137154
CNPY3	ENSG00000137161
FOXP4	ENSG00000137166
PPIL1	ENSG00000137168
KLC4	ENSG00000137171
KIF13A	ENSG00000137177
ZSCAN9	ENSG00000137185
PIM1	ENSG00000137193
GMPR	ENSG00000137198
CMTR1	ENSG00000137200
TFAP2A	ENSG00000137203
SLC22A7	ENSG00000137204
YIPF3	ENSG00000137207
TMEM63B	ENSG00000137216
FRS3	ENSG00000137218
TJAP1	ENSG00000137221
CAPN11	ENSG00000137225
TINAG	ENSG00000137251
HCRTR2	ENSG00000137252
KIAA0319	ENSG00000137261
IRF4	ENSG00000137265
SLC22A23	ENSG00000137266
TUBB2A	ENSG00000137267
LRRC1	ENSG00000137269
GCM1	ENSG00000137270
FOXF2	ENSG00000137273
BPHL	ENSG00000137274
RIPK1	ENSG00000137275
TUBB2B	ENSG00000137285
UQCC2	ENSG00000137288
HMGA1	ENSG00000137309
TCF19	ENSG00000137310
FLOT1	ENSG00000137312
IER3	ENSG00000137331
MDC1	ENSG00000137337
PGBD1	ENSG00000137338
ATAT1	ENSG00000137343
TPMT	ENSG00000137364
CLPS	ENSG00000137392
RNF144B	ENSG00000137393
NRM	ENSG00000137404
MTCH1	ENSG00000137409
VARS2	ENSG00000137411
TAF8	ENSG00000137413
FAM8A1	ENSG00000137414
C6orf52	ENSG00000137434
FGFBP1	ENSG00000137440
FGFBP2	ENSG00000137441
CPEB2	ENSG00000137449
FHDC1	ENSG00000137460
TLR2	ENSG00000137462
MGARP	ENSG00000137463
TTC29	ENSG00000137473
MYO7A	ENSG00000137474
FCHSD2	ENSG00000137478
ARRB1	ENSG00000137486
SLCO2B1	ENSG00000137491
ANKRD42	ENSG00000137494
IL18BP	ENSG00000137496
NUMA1	ENSG00000137497
CCDC90B	ENSG00000137500
SYTL2	ENSG00000137501
RAB30	ENSG00000137502
CREBZF	ENSG00000137504
LRRC32	ENSG00000137507
PRCP	ENSG00000137509
NARS2	ENSG00000137513
RNF121	ENSG00000137522
MRPL15	ENSG00000137547
PI15	ENSG00000137558
TTPA	ENSG00000137561
GGH	ENSG00000137563
SLCO5A1	ENSG00000137571
SULF1	ENSG00000137573
TGS1	ENSG00000137574
SDCBP	ENSG00000137575
NEK1	ENSG00000137601
DDX60	ENSG00000137628
NXPE4	ENSG00000137634
SORL1	ENSG00000137642
TMPRSS4	ENSG00000137648
BUD13	ENSG00000137656
TRPC6	ENSG00000137672
MMP7	ENSG00000137673
MMP20	ENSG00000137674
MMP27	ENSG00000137675
CFAP300	ENSG00000137691
DCUN1D5	ENSG00000137692
YAP1	ENSG00000137693
TRIM29	ENSG00000137699
SLC37A4	ENSG00000137700
BTG4	ENSG00000137707
POU2F3	ENSG00000137709
RDX	ENSG00000137710
PPP2R1B	ENSG00000137713
FDX1	ENSG00000137714
C11orf1	ENSG00000137720
ARHGAP20	ENSG00000137727
MMP13	ENSG00000137745
TMPRSS13	ENSG00000137747
CASP1	ENSG00000137752
CASP5	ENSG00000137757
ALKBH8	ENSG00000137760
MAP2K5	ENSG00000137764
UNC13C	ENSG00000137766
SQOR	ENSG00000137767
CTDSPL2	ENSG00000137770
SLTM	ENSG00000137776
THBS1	ENSG00000137801
MAPKBP1	ENSG00000137802
NUSAP1	ENSG00000137804
NDUFAF1	ENSG00000137806
KIF23	ENSG00000137807
ITGA11	ENSG00000137809
KNL1	ENSG00000137812
HAUS2	ENSG00000137814
RTF1	ENSG00000137815
PARP6	ENSG00000137817
RPLP1	ENSG00000137818
PAQR5	ENSG00000137819
LRRC49	ENSG00000137821
TUBGCP4	ENSG00000137822
RMDN3	ENSG00000137824
ITPKA	ENSG00000137825
UACA	ENSG00000137831
SMAD6	ENSG00000137834
PLCB2	ENSG00000137841
TMEM62	ENSG00000137842
PAK6	ENSG00000137843
BUB1B-PAK6	ENSG00000137843
ADAM10	ENSG00000137845
DUOX1	ENSG00000137857
SLC28A2	ENSG00000137860
STRA6	ENSG00000137868
CYP19A1	ENSG00000137869
ZNF280D	ENSG00000137871
SEMA6D	ENSG00000137872
BCL2L10	ENSG00000137875
RSL24D1	ENSG00000137876
SPTBN5	ENSG00000137877
GCHFR	ENSG00000137880
BCAR3	ENSG00000137936
MIG7	ENSG00000137936
TTLL7	ENSG00000137941
FNBP1L	ENSG00000137942
KYAT3	ENSG00000137944
GTF2B	ENSG00000137947
BRDT	ENSG00000137948
RABGGTB	ENSG00000137955
IFI44L	ENSG00000137959
GIPC2	ENSG00000137960
ARHGAP29	ENSG00000137962
IFI44	ENSG00000137965
SLC44A5	ENSG00000137968
NA	ENSG00000137970
CLCA2	ENSG00000137975
DNASE2B	ENSG00000137976
DBT	ENSG00000137992
RTCA	ENSG00000137996
IFT172	ENSG00000138002
SELENOI	ENSG00000138018
CGREF1	ENSG00000138028
HADHB	ENSG00000138029
KHK	ENSG00000138030
ADCY3	ENSG00000138031
PPM1B	ENSG00000138032
PNPT1	ENSG00000138035
DYNC2LI1	ENSG00000138036
THUMPD2	ENSG00000138050
CYP1B1	ENSG00000138061
SULT6B1	ENSG00000138068
RAB1A	ENSG00000138069
ACTR2	ENSG00000138071
PREB	ENSG00000138073
SLC5A6	ENSG00000138074
ABCG5	ENSG00000138075
PREPL	ENSG00000138078
SLC3A1	ENSG00000138079
EMILIN1	ENSG00000138080
FBXO11	ENSG00000138081
SIX3	ENSG00000138083
ATRAID	ENSG00000138085
CENPO	ENSG00000138092
LRPPRC	ENSG00000138095
TRIM54	ENSG00000138100
DTNB	ENSG00000138101
ACTR1A	ENSG00000138107
CYP2C9	ENSG00000138109
MFSD13A	ENSG00000138111
CYP2C8	ENSG00000138115
MYOF	ENSG00000138119
LOXL4	ENSG00000138131
STAMBPL1	ENSG00000138134
CH25H	ENSG00000138135
LBX1	ENSG00000138136
ATAD1	ENSG00000138138
BTBD16	ENSG00000138152
KIF11	ENSG00000138160
CUZD1	ENSG00000138161
FAM24B-CUZD1	ENSG00000138161
TACC2	ENSG00000138162
DUSP5	ENSG00000138166
CALHM2	ENSG00000138172
ARL3	ENSG00000138175
CEP55	ENSG00000138180
KIF20B	ENSG00000138182
ENTPD1	ENSG00000138185
EXOC6	ENSG00000138190
PLCE1	ENSG00000138193
RBP4	ENSG00000138207
DBR1	ENSG00000138231
DNAJC13	ENSG00000138246
GPR87	ENSG00000138271
ANXA7	ENSG00000138279
FAM149B1	ENSG00000138286
ASCC1	ENSG00000138303
PLA2G12B	ENSG00000138308
ZNF365	ENSG00000138311
OIT3	ENSG00000138315
ADAMTS14	ENSG00000138316
RPS24	ENSG00000138326
TET1	ENSG00000138336
DNA2	ENSG00000138346
MYPN	ENSG00000138347
AOX1	ENSG00000138356
ATIC	ENSG00000138363
SMARCAL1	ENSG00000138375
BARD1	ENSG00000138376
STAT4	ENSG00000138378
MSTN	ENSG00000138379
CARF	ENSG00000138380
